Date,Action/State,price
"2023-02-23, Close, 2177.51"
"2023-02-24, Close, 2192.41"
"2023-02-27, Close, 2177.83"
"2023-02-28, Close, 2136.17"
"2023-03-01, Close, 2155.80"
"2023-03-02, Close, 2139.39"
"2023-03-03, Close, 2193.97"
"2023-03-06, Close, 2215.40"
"2023-03-08, Close, 2223.36"
"2023-03-09, Close, 2169.92"
"2023-03-10, Close, 2136.30"
"2023-03-13, Close, 2101.17"
"2023-03-14, Close, 2093.31"
"2023-03-15, Close, 2057.53"
"2023-03-16, Close, 2047.27"
"2023-03-17, Close, 2044.70"
"2023-03-20, Close, 2024.60"
"2023-03-21, Close, 2087.56"
"2023-03-22, Close, 2093.90"
"2023-03-23, Close, 2067.42"
"2023-03-24, Close, 2026.49"
"2023-03-27, Close, 2057.99"
"2023-03-28, Close, 2067.60"
"2023-03-29, Close, 2055.37"
"2023-03-31, Close, 2143.98"
"2023-04-03, Close, 2144.35"
"2023-04-05, Close, 2139.20"
"2023-04-06, Close, 2153.55"
"2023-04-10, Close, 2138.28"
"2023-04-11, Close, 2148.86"
"2023-04-12, Close, 2158.33"
"2023-04-13, Close, 2166.47"
"2023-04-17, Close, 2177.46"
"2023-04-18, Close, 2152.54"
"2023-04-19, Close, 2163.25"
"2023-04-20, Close, 2157.78"
"2023-04-21, Close, 2160.49"
"2023-04-24, Close, 2168.77"
"2023-04-25, Close, 2185.37"
"2023-04-26, Close, 2172.54"
"2023-04-27, Close, 2186.29"
"2023-04-28, Close, 2226.26"
"2023-05-02, Close, 2245.16"
"2023-05-03, Close, 2225.89"
"2023-05-04, Close, 2251.55"
"2023-05-05, Close, 2245.80"
"2023-05-08, Close, 2273.53"
"2023-05-09, Close, 2280.57"
"2023-05-10, Close, 2296.25"
"2023-05-11, Close, 2281.26"
"2023-05-12, Close, 2284.98"
"2023-05-15, Close, 2289.49"
"2023-05-16, Close, 2256.88"
"2023-05-17, Close, 2243.55"
"2023-05-18, Close, 2238.72"
"2023-05-19, Close, 2245.99"
"2023-05-22, Close, 2257.99"
"2023-05-23, Close, 2257.57"
"2023-05-24, Close, 2244.42"
"2023-05-25, Close, 2244.15"
"2023-05-26, Close, 2305.36"
"2023-05-29, Close, 2318.32"
"2023-05-30, Close, 2317.73"
"2023-05-31, Close, 2271.69"
"2023-06-01, Close, 2265.58"
"2023-06-02, Close, 2258.17"
"2023-06-05, Close, 2278.45"
"2023-06-06, Close, 2280.38"
"2023-06-07, Close, 2297.68"
"2023-06-08, Close, 2299.05"
"2023-06-09, Close, 2282.78"
"2023-06-12, Close, 2284.80"
"2023-06-13, Close, 2318.55"
"2023-06-14, Close, 2347.07"
"2023-06-15, Close, 2347.71"
"2023-06-16, Close, 2370.57"
"2023-06-19, Close, 2347.02"
"2023-06-20, Close, 2351.89"
"2023-06-21, Close, 2358.52"
"2023-06-22, Close, 2332.03"
"2023-06-23, Close, 2312.94"
"2023-06-26, Close, 2295.28"
"2023-06-27, Close, 2296.11"
"2023-06-28, Close, 2326.51"
"2023-06-30, Close, 2345.59"
"2023-07-03, Close, 2405.79"
"2023-07-04, Close, 2381.00"
"2023-07-05, Close, 2377.10"
"2023-07-06, Close, 2426.99"
"2023-07-07, Close, 2422.26"
"2023-07-10, Close, 2515.56"
"2023-07-11, Close, 2542.83"
"2023-07-12, Close, 2545.64"
"2023-07-13, Close, 2522.88"
"2023-07-14, Close, 2520.76"
"2023-07-17, Close, 2572.27"
"2023-07-18, Close, 2594.11"
"2023-07-19, Close, 2613.79"
"2023-07-20, Close, 2610.63"
"2023-07-21, Close, 2529.81"
"2023-07-24, Close, 2478.64"
"2023-07-25, Close, 2477.05"
"2023-07-26, Close, 2517.31"
"2023-07-27, Close, 2493.89"
"2023-07-28, Close, 2518.95"
"2023-07-31, Close, 2540.28"
"2023-08-01, Close, 2504.35"
"2023-08-02, Close, 2477.60"
"2023-08-03, Close, 2467.18"
"2023-08-04, Close, 2500.72"
"2023-08-07, Close, 2514.97"
"2023-08-08, Close, 2499.82"
"2023-08-09, Close, 2516.31"
"2023-08-10, Close, 2527.52"
"2023-08-11, Close, 2538.18"
"2023-08-14, Close, 2568.18"
"2023-08-16, Close, 2566.09"
"2023-08-17, Close, 2529.07"
"2023-08-18, Close, 2547.80"
"2023-08-21, Close, 2520.00"
"2023-08-22, Close, 2519.40"
"2023-08-23, Close, 2522.20"
"2023-08-24, Close, 2479.80"
"2023-08-25, Close, 2468.35"
"2023-08-28, Close, 2443.75"
"2023-08-29, Close, 2420.35"
"2023-08-30, Close, 2418.05"
"2023-08-31, Close, 2407.00"
"2023-09-01, Close, 2412.65"
"2023-09-04, Close, 2410.70"
"2023-09-05, Close, 2423.60"
"2023-09-06, Close, 2428.70"
"2023-09-07, Close, 2432.00"
"2023-09-08, Close, 2448.20"
"2023-09-11, Close, 2474.60"
"2023-09-12, Close, 2438.85"
"2023-09-13, Close, 2451.05"
"2023-09-14, Close, 2453.30"
"2023-09-15, Close, 2457.85"
"2023-09-18, Close, 2436.45"
"2023-09-20, Close, 2382.15"
"2023-09-21, Close, 2364.80"
"2023-09-22, Close, 2354.95"
"2023-09-25, Close, 2340.45"
"2023-09-26, Close, 2342.50"
"2023-09-27, Close, 2368.90"
"2023-09-28, Close, 2334.10"
"2023-09-29, Close, 2345.00"
"2023-10-03, Close, 2318.15"
"2023-10-04, Close, 2314.15"
"2023-10-05, Close, 2314.10"
"2023-10-06, Close, 2318.00"
"2023-10-09, Close, 2298.25"
"2023-10-10, Close, 2308.40"
"2023-10-11, Close, 2345.05"
"2023-10-12, Close, 2349.40"
"2023-10-13, Close, 2349.30"
"2023-10-16, Close, 2344.05"
"2023-10-17, Close, 2355.25"
"2023-10-18, Close, 2324.00"
"2023-10-19, Close, 2306.15"
"2023-10-20, Close, 2299.10"
"2023-10-23, Close, 2263.20"
"2023-10-25, Close, 2257.95"
"2023-10-26, Close, 2226.50"
"2023-10-27, Close, 2265.80"
"2023-10-30, Close, 2312.50"
"2023-10-31, Close, 2287.90"
"2023-11-01, Close, 2297.40"
"2023-11-02, Close, 2320.20"
"2023-11-03, Close, 2319.70"
"2023-11-06, Close, 2339.00"
"2023-11-07, Close, 2323.80"
"2023-11-08, Close, 2335.90"
"2023-11-09, Close, 2310.55"
"2023-11-10, Close, 2314.90"
"2023-11-13, Close, 2314.60"
"2023-11-15, Close, 2356.45"
"2023-11-16, Close, 2360.70"
"2023-11-17, Close, 2355.55"
"2023-11-20, Close, 2349.35"
"2023-11-21, Close, 2378.90"
"2023-11-22, Close, 2388.20"
"2023-11-23, Close, 2395.50"
"2023-11-24, Close, 2393.90"
"2023-11-28, Close, 2394.40"
"2023-11-29, Close, 2400.70"
"2023-11-30, Close, 2377.45"
"2023-12-01, Close, 2394.30"
"2023-12-04, Close, 2420.20"
"2023-12-05, Close, 2437.75"
"2023-12-06, Close, 2461.10"
"2023-12-07, Close, 2457.05"
"2023-12-08, Close, 2455.75"
"2023-12-11, Close, 2459.35"
"2023-12-12, Close, 2424.05"
"2023-12-13, Close, 2433.95"
"2023-12-14, Close, 2464.15"
"2023-12-15, Close, 2495.60"
"2023-12-18, Close, 2521.00"
"2023-12-19, Close, 2558.10"
"2023-12-20, Close, 2527.15"
"2023-12-21, Close, 2562.55"
"2023-12-22, Close, 2565.05"
"2023-12-26, Close, 2578.05"
"2023-12-27, Close, 2586.85"
"2023-12-28, Close, 2605.55"
"2023-12-29, Close, 2584.95"
"2024-01-01, Close, 2590.25"
"2024-01-02, Close, 2611.70"
"2024-01-03, Close, 2583.30"
"2024-01-04, Close, 2596.65"
"2024-01-05, Close, 2607.70"
"2024-01-08, Close, 2587.35"
"2024-01-09, Close, 2580.50"
"2024-01-10, Close, 2650.10"
"2024-01-11, Close, 2719.80"
"2024-01-12, Close, 2741.45"
"2024-01-15, Close, 2788.25"
"2024-01-16, Close, 2749.25"
"2024-01-17, Close, 2723.15"
"2024-01-18, Close, 2735.90"
"2024-01-19, Close, 2734.90"
"2024-01-23, Close, 2657.15"
"2024-01-24, Close, 2687.75"
"2024-01-25, Close, 2706.15"
"2024-01-29, Close, 2896.10"
"2024-01-30, Close, 2815.25"
"2024-01-31, Close, 2853.25"
"2024-02-01, Close, 2853.30"
"2024-02-02, Close, 2915.40"
"2024-02-05, Close, 2878.05"
"2024-02-06, Close, 2855.60"
"2024-02-07, Close, 2884.30"
"2024-02-08, Close, 2900.25"
"2024-02-09, Close, 2921.50"
"2024-02-12, Close, 2904.70"
"2024-02-13, Close, 2930.20"
"2024-02-14, Close, 2962.75"
"2024-02-15, Close, 2941.20"
"2024-02-16, Close, 2921.15"
"2024-02-19, Close, 2948.00"
"2024-02-20, Close, 2942.05"
"2024-02-21, Close, 2935.40"
"2024-02-22, Close, 2963.50"
"2024-02-23, Close, 2987.25"
"2024-02-26, Close, 2974.65"
"2024-02-27, Close, 2971.30"
"2024-02-28, Close, 2911.25"
"2024-02-29, Close, 2921.60"
"2024-03-01, Close, 2984.25"
"2024-03-04, Close, 3014.80"
"2024-03-05, Close, 3000.40"
"2024-03-06, Close, 3006.00"
"2024-03-07, Close, 2957.85"
"2024-03-11, Close, 2933.20"
"2024-03-12, Close, 2950.85"
"2024-03-13, Close, 2864.35"
"2024-03-13, Short CREATE, 2864.35"
"2024-03-14, SELL EXECUTED, Price: 2879.40, Cost: -2879.40, Comm 0.00"
"2024-03-14, Close, 2862.95"
"2024-03-15, Close, 2836.45"
"2024-03-18, Close, 2878.95"
"2024-03-19, Close, 2850.50"
"2024-03-20, Close, 2887.50"
"2024-03-21, Close, 2901.95"
"2024-03-22, Close, 2910.05"
"2024-03-22, BUY CREATE - close position, 2910.05"
"2024-03-26, BUY EXECUTED, Price: 2890.00, Cost: -2879.40, Comm 0.00"
"2024-03-26, OPERATION PROFIT, GROSS -10.60, NET -10.60"
"2024-03-26, Close, 2883.15"
"2024-03-27, Close, 2985.70"
"2024-03-28, Close, 2971.70"
"2024-04-01, Close, 2969.55"
"2024-04-02, Close, 2973.90"
"2024-04-03, Close, 2943.20"
"2024-04-04, Close, 2925.85"
"2024-04-05, Close, 2920.20"
"2024-04-08, Close, 2971.95"
"2024-04-09, Close, 2927.30"
"2024-04-10, Close, 2959.15"
"2024-04-12, Close, 2934.30"
"2024-04-15, Close, 2929.65"
"2024-04-16, Close, 2931.50"
"2024-04-18, Close, 2928.65"
"2024-04-19, Close, 2940.25"
"2024-04-22, Close, 2959.70"
"2024-04-23, Close, 2918.65"
"2024-04-24, Close, 2900.35"
"2024-04-25, Close, 2919.95"
"2024-04-26, Close, 2905.10"
"2024-04-29, Close, 2930.05"
